ph,Hardness,Solids,Conductivity,Turbidity,Chloramines
7.080794504276835,204.8904554713363,20791.318980747023,564.3086541722439,2.9631353806316407,7.300211873184757
3.71608007538699,129.42292051494425,18630.057857970347,592.8853591348523,4.500656274942408,6.635245883862
8.099124189298397,224.23625939355776,19909.541732292397,418.6062130644815,3.0559337496641685,9.275883602694089
8.316765884214679,214.3733940856225,22018.41744077529,363.2665161642437,4.628770536837084,8.05933237743854
9.092223456290965,181.10150923612525,17978.98633892625,398.4108133818447,4.075075425430034,6.546599974207941
5.584086638456089,188.3133237696164,28748.68773904612,280.4679159334877,2.5597082275565217,7.54486878877965
10.223862164528772,248.07173527013992,28749.716543528237,283.6516335078445,2.672988736934779,7.5134084658313025
8.635848718500734,203.3615225845705,13672.091763901635,474.6076449424485,4.401424715445482,4.563008685599703
7.080794504276835,118.98857909025187,14285.583854224516,389.3755658712614,3.5950171809576155,7.804173553073094
11.180284470721592,227.23146923797455,25484.50849098786,563.8854814810949,4.370561936655497,9.077200016914391
7.360640105838258,165.52079725952862,32452.614409143884,425.3834194953873,3.662291782852457,7.550700906704114
7.974521648923869,218.69330048866644,18767.65668181348,364.0982304620487,4.011718108339787,8.110384501123875
7.119824384264552,156.70499334039215,18730.813653342717,347.71502726194376,3.445756223321899,3.60603609050572
7.080794504276835,150.1749233951362,27331.36196192776,379.7618348257725,4.413974182974902,6.838223470687509
7.49623220797336,205.34498215818516,28388.00488673697,444.6453523327066,4.777382337225378,5.072557773840631
6.347271760539316,186.73288066057611,41065.23476453935,516.743281893657,4.376348290691898,9.629596276480584
7.051785800016845,211.04940606054575,30980.600786788866,315.1412672443021,4.268428857506186,10.094796011661426
9.181560007151536,273.81380665980095,24041.32628006128,477.9746418621779,4.503660796179122,6.904989726470096
8.975464347533963,279.3571667700924,19460.398131232112,431.44398999034894,2.4360855903052734,6.204320858892474
7.371050302429531,214.49661045715655,25630.320036999725,469.9145514792359,2.5602991476149146,4.432669290372123
7.080794504276835,227.435048351156,22305.56741374141,554.8200864605433,4.13342264357917,10.33391788821868
6.660212026118103,168.28374685651832,30944.363591242687,523.6712975009444,3.7497012410996176,5.858769130547582
7.080794504276835,215.97785868806776,17107.224225827616,436.2561939726492,5.459250956028731,5.607060453087125
3.902475685915096,196.9032467083208,21167.50009896877,444.478882506898,4.528522696326911,6.996311586298768
5.400301780729467,140.7390622511396,17266.593421923077,472.8740732754293,4.824786389767524,10.056852484033495
6.514415093251676,198.7673512594561,21218.702871190195,413.2904500885347,5.200885076539757,8.67093691991312
3.4450618643852127,207.92626018799376,33424.7686784948,441.7858756739387,4.184396969028851,8.782147480773485
7.080794504276835,145.76818060217258,13224.935638976958,298.99066649993244,4.004871127571583,7.906444720606137
7.080794504276835,266.4210180681174,26362.965012309312,364.48010670373776,3.9915642477993063,7.700063469729127
7.080794504276835,148.15306144508662,15193.41347396722,563.8047433250861,6.0381849531835865,9.04683270725723
7.181448580829175,209.62560053629045,15196.229987483845,342.1112862851926,5.088859989138795,5.994678646449973
9.82548990813439,190.7566182870043,19677.892465552013,452.8362348772383,2.857472426051184,6.757540731413941
10.43329098280438,117.79122955039698,22326.89204571865,412.9868337903324,5.057310516515726,8.161504810728331
7.414148196336244,235.04453448737107,32555.85253707369,411.983364167012,3.160624468232638,6.845952023844903
7.080794504276835,232.2804520235321,14787.206264858174,383.9817230247576,5.029166724080735,5.474914831733126
5.115817063771218,191.95274297485884,19620.545328612152,441.7483793248687,3.9020887676437535,6.060712994989327
3.641629777473381,183.9087222618269,24752.072459755404,456.8600959410411,3.464353035155024,5.538314133481364
5.618064405909149,304.23591211231667,17281.97516841161,399.47156628109417,2.8965469413044738,6.101083505101921
7.080794504276835,143.45373131192335,19942.27321818484,427.1306714819022,2.90756391519334,5.89075458310612
9.267187530763549,198.614394719096,24683.723566029654,396.8769490579176,4.324004645618281,6.110612421393192
7.080794504276835,233.8589956912124,11703.923907047854,349.3996325323045,3.510004044590529,4.599387943421727
5.331940479018537,194.87406544579957,16658.876503163574,335.1203984374612,4.434820257956548,7.993829562375316
7.145771545218821,238.68992851166007,28780.340431632725,332.0327063306858,5.182590703980226,6.81402870120907
9.920691058768153,202.8174830014264,9973.934059208535,333.19246993768064,4.69070723013249,6.882248306781502
4.758439424671477,183.3494541059977,21568.428779035887,403.9441682092025,4.542801461749175,4.731348984614181
5.702925976824722,216.8504738726152,35606.44017680798,504.63826042575033,4.137739016206605,7.1843510891688
6.953864225511059,209.6382929790206,10575.18628088936,391.1843150860056,3.195710328196264,4.462707246137983
10.68296642580598,173.3754983501208,15758.740621388915,323.8079132465807,3.999775381550061,5.570783575394459
7.080794504276835,129.89057234567383,34415.853145873094,470.3291685421987,4.40558600033858,6.321928990361139
8.757257397440991,200.19140044205727,21536.22468744541,404.7177991564453,3.6261354416122304,4.915101054543186
7.080794504276835,168.38843077429533,27492.30730658781,383.7950199903258,3.048057223106976,7.046224797696413
7.80963189801941,100.4576150915831,12013.550628764531,605.2201243500056,2.447444463910633,5.212314602065352
6.652488090855707,145.0101719190834,19871.788448305862,545.974993762403,3.742090426349668,4.961066380191502
9.14719705533692,211.71414177764132,11920.610835646206,527.7089100130407,3.7945315911032105,7.2307947693374
10.560744636218196,181.89336556155357,21783.65103336337,456.5564021223438,3.964686350022129,6.991259996238134
7.484254837727466,260.09217257337195,30616.615148853696,404.6707773281626,4.781188176562564,9.379133540507624
8.520806572970303,238.3351124555097,28779.6500110336,481.3188026886131,3.9406045297946832,8.282808464509609
4.999413810796919,190.28705014936028,24323.865903045946,405.3304820275903,4.460683931737437,7.230164126862036
7.080794504276835,157.80119355420416,16963.625011737488,360.99599448807487,4.405385705659032,8.335618549876713
7.080794504276835,155.05572682593436,20557.240431752216,290.18098311050545,4.089907689677867,8.187319049670325
3.9060783549561697,233.4028350124758,32144.79993361832,269.4490512269393,3.902879711657464,6.9948396173050975
6.391353623832183,213.0178296827953,20965.478308853573,369.3381209158568,3.92374916929651,5.375559891974689
7.080794504276835,229.48569367886049,35729.692708630326,296.3975472430137,3.8556022119167,8.810843045016396
8.692092012708041,195.1437387840549,24656.23967944457,398.3454180035162,4.477960248233931,8.23190033837729
8.085759800882219,127.73967382937272,32653.910360267582,416.2396300704016,4.068688909481666,6.534237410114922
6.203977702278348,212.30661828668616,21815.07414790552,362.10800431396245,5.215689206119035,7.873991884545469
5.058108868565138,238.56938041349943,34873.9345228707,669.725086180179,5.106655774420084,8.983276144386597
7.080794504276835,103.46475866009456,27420.16742458204,485.97450045781375,4.620793451653219,8.417305032089528
7.080794504276835,211.20052600889707,12830.484133775428,333.3298479586677,3.4397400415499195,4.502117033961811
7.261550522070718,179.88978823788457,24964.777703096523,501.18278074341,3.636364182680497,5.837086492837437
7.16046723080874,183.0893100379288,6743.346065530401,428.0363443504035,3.8848910441472793,3.8030364235979857
5.704764776213017,116.29932988379586,33223.58152874991,504.3786809676549,4.157533407489738,7.050503159576975
