ph,Hardness,Solids,Conductivity,Turbidity,Sulfate
7.080794504276835,204.8904554713363,20791.318980747023,564.3086541722439,2.9631353806316407,368.51644134980336
3.71608007538699,129.42292051494425,18630.057857970347,592.8853591348523,4.500656274942408,333.7757766108135
8.099124189298397,224.23625939355776,19909.541732292397,418.6062130644815,3.0559337496641685,333.7757766108135
8.316765884214679,214.3733940856225,22018.41744077529,363.2665161642437,4.628770536837084,356.88613564305666
9.092223456290965,181.10150923612525,17978.98633892625,398.4108133818447,4.075075425430034,310.13573752420444
5.584086638456089,188.3133237696164,28748.68773904612,280.4679159334877,2.5597082275565217,326.6783629116736
10.223862164528772,248.07173527013992,28749.716543528237,283.6516335078445,2.672988736934779,393.66339551509645
8.635848718500734,203.3615225845705,13672.091763901635,474.6076449424485,4.401424715445482,303.3097711592812
7.080794504276835,118.98857909025187,14285.583854224516,389.3755658712614,3.5950171809576155,268.646940746221
11.180284470721592,227.23146923797455,25484.50849098786,563.8854814810949,4.370561936655497,404.04163468409
7.360640105838258,165.52079725952862,32452.614409143884,425.3834194953873,3.662291782852457,326.62435345560164
7.974521648923869,218.69330048866644,18767.65668181348,364.0982304620487,4.011718108339787,333.7757766108135
7.119824384264552,156.70499334039215,18730.813653342717,347.71502726194376,3.445756223321899,282.3440504739606
7.080794504276835,150.1749233951362,27331.36196192776,379.7618348257725,4.413974182974902,299.41578134685847
7.49623220797336,205.34498215818516,28388.00488673697,444.6453523327066,4.777382337225378,333.7757766108135
6.347271760539316,186.73288066057611,41065.23476453935,516.743281893657,4.376348290691898,364.4876872467604
7.051785800016845,211.04940606054575,30980.600786788866,315.1412672443021,4.268428857506186,333.7757766108135
9.181560007151536,273.81380665980095,24041.32628006128,477.9746418621779,4.503660796179122,398.3505168222779
8.975464347533963,279.3571667700924,19460.398131232112,431.44398999034894,2.4360855903052734,333.7757766108135
7.371050302429531,214.49661045715655,25630.320036999725,469.9145514792359,2.5602991476149146,335.75443859606526
7.080794504276835,227.435048351156,22305.56741374141,554.8200864605433,4.13342264357917,333.7757766108135
6.660212026118103,168.28374685651832,30944.363591242687,523.6712975009444,3.7497012410996176,310.93085831787846
7.080794504276835,215.97785868806776,17107.224225827616,436.2561939726492,5.459250956028731,326.943977743867
3.902475685915096,196.9032467083208,21167.50009896877,444.478882506898,4.528522696326911,333.7757766108135
5.400301780729467,140.7390622511396,17266.593421923077,472.8740732754293,4.824786389767524,328.3582406986835
6.514415093251676,198.7673512594561,21218.702871190195,413.2904500885347,5.200885076539757,323.5963490101317
3.4450618643852127,207.92626018799376,33424.7686784948,441.7858756739387,4.184396969028851,384.0070058017212
7.080794504276835,145.76818060217258,13224.935638976958,298.99066649993244,4.004871127571583,304.0019927974152
7.080794504276835,266.4210180681174,26362.965012309312,364.48010670373776,3.9915642477993063,395.3894903418456
7.080794504276835,148.15306144508662,15193.41347396722,563.8047433250861,6.0381849531835865,307.01179262256534
7.181448580829175,209.62560053629045,15196.229987483845,342.1112862851926,5.088859989138795,338.3364310774872
9.82548990813439,190.7566182870043,19677.892465552013,452.8362348772383,2.857472426051184,333.7757766108135
10.43329098280438,117.79122955039698,22326.89204571865,412.9868337903324,5.057310516515726,307.70750861182404
7.414148196336244,235.04453448737107,32555.85253707369,411.983364167012,3.160624468232638,387.1753164773568
7.080794504276835,232.2804520235321,14787.206264858174,383.9817230247576,5.029166724080735,333.7757766108135
5.115817063771218,191.95274297485884,19620.545328612152,441.7483793248687,3.9020887676437535,323.8363839136296
3.641629777473381,183.9087222618269,24752.072459755404,456.8600959410411,3.464353035155024,286.0595560492713
5.618064405909149,304.23591211231667,17281.97516841161,399.47156628109417,2.8965469413044738,333.7757766108135
7.080794504276835,143.45373131192335,19942.27321818484,427.1306714819022,2.90756391519334,333.7757766108135
9.267187530763549,198.614394719096,24683.723566029654,396.8769490579176,4.324004645618281,328.0775332014693
7.080794504276835,233.8589956912124,11703.923907047854,349.3996325323045,3.510004044590529,309.03932035276006
5.331940479018537,194.87406544579957,16658.876503163574,335.1203984374612,4.434820257956548,316.6751618281669
7.145771545218821,238.68992851166007,28780.340431632725,332.0327063306858,5.182590703980226,385.9756504867898
9.920691058768153,202.8174830014264,9973.934059208535,333.19246993768064,4.69070723013249,337.35052910963714
4.758439424671477,183.3494541059977,21568.428779035887,403.9441682092025,4.542801461749175,333.7757766108135
5.702925976824722,216.8504738726152,35606.44017680798,504.63826042575033,4.137739016206605,333.7757766108135
6.953864225511059,209.6382929790206,10575.18628088936,391.1843150860056,3.195710328196264,315.60659440039234
10.68296642580598,173.3754983501208,15758.740621388915,323.8079132465807,3.999775381550061,307.35258576592696
7.080794504276835,129.89057234567383,34415.853145873094,470.3291685421987,4.40558600033858,304.5352242338838
8.757257397440991,200.19140044205727,21536.22468744541,404.7177991564453,3.6261354416122304,317.88290049783706
7.080794504276835,168.38843077429533,27492.30730658781,383.7950199903258,3.048057223106976,299.8204779108216
7.80963189801941,100.4576150915831,12013.550628764531,605.2201243500056,2.447444463910633,247.2008260476431
6.652488090855707,145.0101719190834,19871.788448305862,545.974993762403,3.742090426349668,288.0521917368515
9.14719705533692,211.71414177764132,11920.610835646206,527.7089100130407,3.7945315911032105,339.7519188007938
10.560744636218196,181.89336556155357,21783.65103336337,456.5564021223438,3.964686350022129,340.39037835517297
7.484254837727466,260.09217257337195,30616.615148853696,404.6707773281626,4.781188176562564,333.7757766108135
8.520806572970303,238.3351124555097,28779.6500110336,481.3188026886131,3.9406045297946832,381.6493228718946
4.999413810796919,190.28705014936028,24323.865903045946,405.3304820275903,4.460683931737437,324.8930378422557
7.080794504276835,157.80119355420416,16963.625011737488,360.99599448807487,4.405385705659032,300.04423428111204
7.080794504276835,155.05572682593436,20557.240431752216,290.18098311050545,4.089907689677867,333.7757766108135
3.9060783549561697,233.4028350124758,32144.79993361832,269.4490512269393,3.902879711657464,348.3594482139767
6.391353623832183,213.0178296827953,20965.478308853573,369.3381209158568,3.92374916929651,327.65054252170705
7.080794504276835,229.48569367886049,35729.692708630326,296.3975472430137,3.8556022119167,384.9437789484208
8.692092012708041,195.1437387840549,24656.23967944457,398.3454180035162,4.477960248233931,333.7757766108135
8.085759800882219,127.73967382937272,32653.910360267582,416.2396300704016,4.068688909481666,333.7757766108135
6.203977702278348,212.30661828668616,21815.07414790552,362.10800431396245,5.215689206119035,333.7757766108135
5.058108868565138,238.56938041349943,34873.9345228707,669.725086180179,5.106655774420084,374.4335045168568
7.080794504276835,103.46475866009456,27420.16742458204,485.97450045781375,4.620793451653219,333.7757766108135
7.080794504276835,211.20052600889707,12830.484133775428,333.3298479586677,3.4397400415499195,326.9615175657507
7.261550522070718,179.88978823788457,24964.777703096523,501.18278074341,3.636364182680497,349.26927130145657
7.16046723080874,183.0893100379288,6743.346065530401,428.0363443504035,3.8848910441472793,277.5990986210596
5.704764776213017,116.29932988379586,33223.58152874991,504.3786809676549,4.157533407489738,297.0781534785211
6.21727313516034,130.94446388846563,19460.38281898756,556.6537100333977,5.325833445695803,300.13127199830365
8.679934969964185,242.22866728551904,22984.05095148243,352.94258812349034,3.873470298448302,333.7757766108135
7.080794504276835,219.30091421337028,14859.46642428366,425.2135748076129,4.655916598688822,344.4423936728914
6.897322141100197,211.36016672106155,25650.777643120266,383.0143101678532,5.022783630004574,333.7757766108135
3.514545528745279,158.73207576140192,23029.663613563636,307.3791420351913,3.762615331099367,286.5228468169785
3.72250048593372,163.63974692058176,37962.16799126102,467.5629728711818,3.662837731991359,326.69401786030267
6.455004797496717,176.68397277687006,24468.048390354597,477.5813461557029,2.2934314064128625,314.7995982838096
7.316804753880919,217.5228619622912,31903.399811532247,425.9134001802693,3.508372649783596,376.93797230566565
1.844538366498842,233.7643427207269,28689.59577768293,410.3872638377081,5.013463351103733,333.7757766108135
5.519125656437607,168.72858303956718,12531.60192106475,443.5703720974922,3.758995860323916,333.7757766108135
7.408985466924612,204.96174981089476,9566.1222701692,504.14599408386647,3.772420927989514,311.4526625117488
5.976769618087598,258.9527320159533,27267.981860954154,514.118920118766,2.9946710955082176,383.6571521070967
6.395359131671062,133.8342291043793,23827.275015402887,573.4002951499592,4.191217514711704,266.9084282807846
6.209642259708484,195.41772094898116,13116.707711787025,417.2416560263488,3.6125196149467143,333.7757766108135
6.762832521891738,232.0751765558761,27159.38434523353,465.4137746213498,4.916579160751283,350.4452926972019
9.91871706385417,199.18125107339057,21470.27830541328,430.5077068652869,3.385508443856719,329.17842902607634
10.15544017022192,300.29247579584023,12652.362978658088,487.45913103075526,5.002467259922081,398.6477857459576
8.721726710620581,206.369682384784,28608.052076372544,506.9383527298253,2.5550269039968736,377.40453818519927
7.080794504276835,197.9797828412593,17153.306163452093,575.1146944234249,4.383921813522324,329.2803146030727
7.080794504276835,199.1078855640336,29721.91163035013,420.70959122207296,3.355164642176155,357.30322096748097
6.099646705468387,237.9199267632531,20416.84099619073,291.1048365690676,3.172789769152877,333.7757766108135
9.026787719511631,253.2170741709845,27965.07214592841,588.3196505363993,2.0190420182011657,373.5532353383944
6.953371603389549,203.1465467521772,11609.109054527797,551.1433371665813,3.651865808422898,304.2831932144039
6.140877556947864,197.87608974936683,26687.87448333394,548.0727613161172,5.359460295012964,329.23185293501894
7.077874006530455,220.67053960676589,23873.378210133666,333.0507859433459,4.764508264921448,341.98723407838395
5.488314309012512,135.80236170060937,21485.153195191077,441.3311374586935,5.066786271784542,280.6032866703198
7.205559174588729,120.32761534360888,24627.867560468934,418.4332899200773,3.710053125679874,289.7686965533282
9.177869865892433,163.2748282557015,20868.331218998803,426.9943931689402,3.1087699879134547,320.4214321786778
4.270716194733736,166.83770854028538,24405.25053495276,349.5189103676489,3.763905902952325,297.2067391683036
7.348844511550613,223.26493973020737,11519.046527356591,494.1584340869637,4.880875156180851,333.7757766108135
8.526169869777789,175.61283632174326,11837.12335960845,474.240482290634,5.083014141516923,308.39851553828527
7.080794504276835,169.04191749811758,36152.8208993245,590.7487871802913,3.995973787492761,329.03971017616493
2.612035914817261,188.80412573040883,34798.25258680311,468.0802666084355,4.765205370159007,333.7757766108135
8.490571562027739,204.12364839335785,22989.79638994664,435.0008983082295,3.875556805136775,358.84711499708465
7.080794504276835,213.54193229259064,22539.71161451215,463.39884709083714,3.3985925873166565,334.0411862066902
8.858401531200467,254.61751866421665,9624.300462110114,344.30336252225874,5.525726338121716,348.40819490164074
6.09815652147278,189.995845993418,27776.901051693392,245.85963197125264,3.9773623643299727,347.9304004157372
8.41997068212899,185.71898879367,13237.989604570806,463.64727737284176,3.962478314282775,308.1426388528513
9.286155021432371,222.6615513815935,12311.268365978076,353.74009999706425,5.239981870081682,332.2393594928603
7.875895135481787,226.28478781681216,12710.249451611751,445.3741474328599,4.238589203481521,346.4032581373675
7.725332908074757,252.26549119785653,36477.73811241909,339.41132665631415,3.7248367036447,426.5435897565111
3.388090610523891,212.0289444657202,20230.125576951767,353.9129274416658,2.798600948267049,349.155998712752
6.745306715080959,218.4246370192336,21871.838700042492,373.05010163921327,3.9023525898765015,333.7757766108135
7.080794504276835,190.42389854156607,28062.64189204036,263.7719135045372,5.6290156360573285,357.2267094963161
7.183825723393187,261.85079976925243,14100.968986979937,290.4238383652442,4.597165511526862,358.7247021216808
10.111976704648654,240.4321002291383,15331.302691753155,403.0418101498447,3.425763242173682,361.90292619839744
7.397413298543417,122.54103985982503,8855.114121331366,489.8516004048256,3.149157510432673,241.60753233585075
7.812804388310308,196.58388603095685,42550.841815771775,442.5457745482448,6.204846358828904,333.7757766108135
6.877456932576713,136.87921387078754,27433.587294151766,342.1963466344736,3.827650071735445,307.3970883038859
7.080794504276835,146.9702452251051,16367.45837197548,468.9450147502269,4.664350321001553,333.7757766108135
7.080794504276835,230.80948246855667,27418.781044480063,274.66059655361465,4.197595209206819,369.3100077981302
7.521051678672175,267.05964744893066,26865.37374090525,505.70937170147926,2.8807853472938367,333.7757766108135
8.550875469289338,231.2487868055436,28918.419953077177,432.2852700271936,3.772886607458768,369.264222748674
10.308477656813704,217.2197464316332,27653.235184410696,382.9515048389693,3.285077052469842,369.5312063532323
7.080794504276835,252.67046903410036,29368.67418405221,465.2166206201478,5.052736766116998,433.9522119479901
7.371085073209565,207.71682442123483,24913.83716589005,363.16853841901815,4.4125895367028125,362.3001800484017
11.180694664461903,228.3008603612537,16600.392746647067,504.0505391333054,3.8098416540991424,333.7757766108135
6.506487766502467,202.28593794959164,17087.076901837234,481.77193425228,3.5487755887477364,326.66236831259846
6.643935774662305,151.8896001137799,10909.194592323076,437.9090051656054,3.8129529259917896,240.93672213751188
5.033773989751668,155.32147750080298,34971.80748262682,500.6373261700039,3.2449484773190638,320.1154970205283
6.91260756198984,155.7404952352641,17973.178859011827,439.6480512193927,2.6122489531921698,275.9082278598395
7.977635990880497,245.89513040867456,32170.06916009624,473.6624527645498,3.552129499701653,399.5831549217664
6.078335836509272,197.50191189847263,35957.79218259479,360.06047735582746,4.20158090550856,379.5277062923906
6.242414484103846,191.90872954929208,28149.41179162288,448.2425267423017,4.5087050978944845,319.3067850802741
6.063354789891076,160.76731128492577,14775.14559575291,327.27023868075764,3.4673369148168574,305.82855327870027
8.129585513966727,177.89896662548156,27834.21769634046,397.0214275538664,3.3625371351987914,334.4385388035782
9.56240594378952,202.01364260009225,13041.829140394102,433.38166673218615,3.7627198370300334,327.1188240167457
8.167792632308252,200.91375467195093,27141.36290294348,525.5987875011582,4.289395484098247,344.16113431571995
8.594416135206476,270.0227058523104,15791.675351127244,672.5569992377071,3.568991707976406,333.7757766108135
7.080794504276835,167.38612732636108,20944.620814413163,566.3392939723461,3.679795034755029,333.7757766108135
6.825467900630395,187.05170966607412,46140.12684950231,373.4272354878943,3.027449578045163,352.7021822368813
7.861177700998561,204.274241099894,25145.02412478556,469.48696124616185,4.157656628375073,338.2138034436881
4.965773559644967,220.84863863404016,21802.74489792894,386.4133315184274,3.4217668494012576,311.5981359666635
6.207432967614718,192.93702709690675,13442.603471136694,533.7958508176808,3.549298841293145,325.90656176552847
7.080794504276835,157.00128743205116,20067.105328107053,490.9097122372677,4.417559791016322,333.7757766108135
9.76925100608684,264.2656542791372,8471.67738143048,353.196475487524,4.636556195256859,359.26854259335056
9.630665479903348,152.8624334841574,23641.70256530387,417.167072927369,4.920091157959163,333.1483176590248
5.187471605436375,104.75242498882724,20060.07872720117,368.815428587841,3.2032578962619933,333.7757766108135
7.633570087677555,199.6529995778644,16312.154973975048,420.5341718279189,2.927066766886376,358.56628208672083
5.771199049813688,155.05089305064115,24909.44400956197,313.7019343334326,4.688959065495114,297.0093193941144
6.579969329401555,197.2269809109493,17657.08417649328,254.39327560480757,4.575931871590866,290.2898942591159
4.80115436807586,180.77287075636636,13556.734397114704,587.3950117046609,4.418638131667752,322.06244697172207
7.948815718151566,238.2364096995999,19129.45836544024,434.655458610077,3.692250861269816,333.7757766108135
6.906992171811655,216.78529084002477,19991.23914904896,356.4591368515823,2.124759352216301,340.10602778835107
7.080794504276835,281.2686670205161,22452.090807860677,395.3417752928905,4.444350199227698,343.635821280367
7.080794504276835,190.77945990455603,12224.310506438514,399.2713589317788,3.4631725477162503,308.56488629958307
8.46133087400179,212.58136638921465,34406.77644574729,477.343368601036,3.771944146409479,384.85538150301073
7.726134807902507,233.9478636629705,21667.86874132637,472.25899373256834,3.72063690445242,340.27317142046405
7.080794504276835,247.66157328612303,19549.499341288283,438.8657751120628,3.777737413505429,333.7757766108135
8.927078148301744,241.87510504564688,22821.254376566587,380.1972000224397,4.60186095914794,367.97555785867627
6.208015539719022,153.2211063194914,17358.796365042126,481.19567347842127,4.334615732320451,328.2820289976498
6.128425635295917,141.4924095070385,9615.832709692548,415.0087368963965,4.633823861920798,277.9517037266149
7.080794504276835,202.2548327878382,11981.740191012996,416.5889057529136,2.6789107131905774,339.9839345788829
7.308048848275572,274.7049504716489,14600.539521891906,415.6072777934955,3.696119711501417,384.56485247977776
7.080794504276835,170.09923566929564,39906.19027101487,515.3867420113489,4.35323858897122,333.7757766108135
8.640886408909486,201.56872409536356,26473.71323896156,309.9832868165358,5.2631015720413785,352.3065857102104
7.080794504276835,205.50945715452,20406.92767150048,482.3300548094984,4.1025294815021445,355.2659228857551
8.153210075272153,127.14489180603142,10280.92949674048,487.9083271902029,2.905788134056523,267.6368856420806
8.293720110388866,206.1604148879135,35216.385970173644,399.4836212000171,3.954715282670768,347.06224073011657
7.080794504276835,233.85034500527053,21136.286764159297,332.73758653626567,3.310858508001268,333.7757766108135
7.080794504276835,237.677383112304,26009.07525933065,344.76792440431177,3.7066017915406855,372.6002964294522
9.489972878325856,234.06996516164725,15513.740377963157,277.97006973151883,4.219967522355668,333.7757766108135
7.83097634338162,190.79904405060975,7695.063934702985,507.4454883280784,4.588784656948855,292.5158244968426
4.430281211546542,139.68575880006665,28862.257169818786,434.7812670644661,4.384565155637755,298.37945836409085
7.240739638887768,201.186804455864,23783.09955637777,579.2203941324686,3.556297467154506,340.9836833605511
7.080794504276835,260.205359611888,19517.724799117623,251.02089870586465,3.6655217644695215,368.82103684917774
6.867301321799131,174.1849763847294,24112.15347052457,484.12293887759057,3.8235950398688825,297.6555748707137
6.129637014813746,200.2781822057384,30989.94841451828,341.38857671477444,4.615886181275908,348.8681540852299
7.917049443177883,278.0563209975309,27192.28056064627,358.781736184615,3.659484624888592,424.7879958935085
6.511618075241813,181.87342172896436,29136.814623869737,475.3413506694927,4.850433707754168,345.75163845059745
5.32381558430839,232.36857996920332,37625.75267985834,580.8977003943793,2.8807218458729342,380.57647200065134
6.769572868656792,168.93707245387174,11067.181147840996,289.5424601158542,5.220540269610252,305.79495029776217
5.877974040440475,141.61528668804954,13652.293199392612,538.4954044402176,4.0322595038243865,279.7824004075164
9.534021716164196,201.9552080399875,9472.614920464734,259.63680306558183,2.7682389284849696,319.5764201936523
6.340027628047595,225.02814848907,45222.50666548316,435.5004570917772,3.6860013242472816,363.0057551139804
8.661592429959121,284.09835153725896,27088.476460253085,512.2773100578781,3.6704310100631887,333.7757766108135
5.653506134793232,146.59023231546948,16462.460086163886,272.440558304258,5.198985503613217,299.6446113791317
6.6260121840753055,112.29948548284678,25839.894103711547,327.24807863386945,4.194313129305396,312.2470431487001
7.793833572993554,176.86648289401776,18344.680360836188,371.2169730014168,4.172935335264329,338.22959726982435
7.593127650277594,261.56617263863296,18371.057201088257,387.6295722843679,3.377337638120141,333.7757766108135
7.362736501949787,185.692181022348,16268.44860625852,419.25844805495296,4.408513182397498,316.9186484987878
9.32030544529501,129.82385854680206,16002.138319545113,499.8441671492051,4.20580973235456,271.67056164356967
3.719791644371925,248.8592672843447,23590.93212865605,427.4959312452204,2.7183977338802885,351.5554822099039
6.655605025818962,216.44117153408857,20571.845708443558,336.83145481608153,2.9516447152886705,333.7757766108135
9.868877880662472,214.16623531463387,15326.855914122048,424.2928308059576,3.355489790912581,297.0841735120907
5.590614435866259,229.192139486151,35370.73551522427,469.4130903674347,4.726845016869534,333.7757766108135
5.554436511156818,229.1228285838824,31344.460394369864,306.872525988099,2.0959140868029458,333.7757766108135
4.126528715100222,125.4748835138738,11215.945901592888,445.2414568851872,4.460200983755287,261.44479767930693
5.970035656942926,230.4493293243112,16324.115196182343,327.7866419581865,5.428674071623728,315.18612058925714
