ph,Hardness,Solids,Conductivity,Turbidity,Organic_carbon
7.080794504276835,204.8904554713363,20791.318980747023,564.3086541722439,2.9631353806316407,10.3797830780847
3.71608007538699,129.42292051494425,18630.057857970347,592.8853591348523,4.500656274942408,15.18001311635726
8.099124189298397,224.23625939355776,19909.541732292397,418.6062130644815,3.0559337496641685,16.868636929550973
8.316765884214679,214.3733940856225,22018.41744077529,363.2665161642437,4.628770536837084,18.436524495493305
9.092223456290965,181.10150923612525,17978.98633892625,398.4108133818447,4.075075425430034,11.558279443446397
5.584086638456089,188.3133237696164,28748.68773904612,280.4679159334877,2.5597082275565217,8.399734640152758
10.223862164528772,248.07173527013992,28749.716543528237,283.6516335078445,2.672988736934779,13.789695317519886
8.635848718500734,203.3615225845705,13672.091763901635,474.6076449424485,4.401424715445482,12.36381669870525
7.080794504276835,118.98857909025187,14285.583854224516,389.3755658712614,3.5950171809576155,12.70604896865791
11.180284470721592,227.23146923797455,25484.50849098786,563.8854814810949,4.370561936655497,17.92780641128502
7.360640105838258,165.52079725952862,32452.614409143884,425.3834194953873,3.662291782852457,15.586810438033126
7.974521648923869,218.69330048866644,18767.65668181348,364.0982304620487,4.011718108339787,14.525745697593209
7.119824384264552,156.70499334039215,18730.813653342717,347.71502726194376,3.445756223321899,15.9295359088257
7.080794504276835,150.1749233951362,27331.36196192776,379.7618348257725,4.413974182974902,19.370807181232124
7.49623220797336,205.34498215818516,28388.00488673697,444.6453523327066,4.777382337225378,13.228311099224529
6.347271760539316,186.73288066057611,41065.23476453935,516.743281893657,4.376348290691898,11.53978119153942
7.051785800016845,211.04940606054575,30980.600786788866,315.1412672443021,4.268428857506186,20.39702184072246
9.181560007151536,273.81380665980095,24041.32628006128,477.9746418621779,4.503660796179122,13.387340780225545
8.975464347533963,279.3571667700924,19460.398131232112,431.44398999034894,2.4360855903052734,12.88875905430399
7.371050302429531,214.49661045715655,25630.320036999725,469.9145514792359,2.5602991476149146,12.509163940498697
7.080794504276835,227.435048351156,22305.56741374141,554.8200864605433,4.13342264357917,16.33169328269446
6.660212026118103,168.28374685651832,30944.363591242687,523.6712975009444,3.7497012410996176,17.88423519296481
7.080794504276835,215.97785868806776,17107.224225827616,436.2561939726492,5.459250956028731,14.189062206123708
3.902475685915096,196.9032467083208,21167.50009896877,444.478882506898,4.528522696326911,16.609033155789916
5.400301780729467,140.7390622511396,17266.593421923077,472.8740732754293,4.824786389767524,11.256381166909478
6.514415093251676,198.7673512594561,21218.702871190195,413.2904500885347,5.200885076539757,14.899999566696977
3.4450618643852127,207.92626018799376,33424.7686784948,441.7858756739387,4.184396969028851,13.80590221127079
7.080794504276835,145.76818060217258,13224.935638976958,298.99066649993244,4.004871127571583,12.729524720542258
7.080794504276835,266.4210180681174,26362.965012309312,364.48010670373776,3.9915642477993063,10.34895075743782
7.080794504276835,148.15306144508662,15193.41347396722,563.8047433250861,6.0381849531835865,16.56865556799744
7.181448580829175,209.62560053629045,15196.229987483845,342.1112862851926,5.088859989138795,7.92259833302262
9.82548990813439,190.7566182870043,19677.892465552013,452.8362348772383,2.857472426051184,16.8990378000164
10.43329098280438,117.79122955039698,22326.89204571865,412.9868337903324,5.057310516515726,12.890708564511783
7.414148196336244,235.04453448737107,32555.85253707369,411.983364167012,3.160624468232638,10.2448150683598
7.080794504276835,232.2804520235321,14787.206264858174,383.9817230247576,5.029166724080735,12.16693714505169
5.115817063771218,191.95274297485884,19620.545328612152,441.7483793248687,3.9020887676437535,10.96648615295345
3.641629777473381,183.9087222618269,24752.072459755404,456.8600959410411,3.464353035155024,9.03406675271333
5.618064405909149,304.23591211231667,17281.97516841161,399.47156628109417,2.8965469413044738,12.2650015775136
7.080794504276835,143.45373131192335,19942.27321818484,427.1306714819022,2.90756391519334,22.46989198835695
9.267187530763549,198.614394719096,24683.723566029654,396.8769490579176,4.324004645618281,16.471969353155146
7.080794504276835,233.8589956912124,11703.923907047854,349.3996325323045,3.510004044590529,18.33889254980602
5.331940479018537,194.87406544579957,16658.876503163574,335.1203984374612,4.434820257956548,10.180513802631594
7.145771545218821,238.68992851166007,28780.340431632725,332.0327063306858,5.182590703980226,11.093163397452656
9.920691058768153,202.8174830014264,9973.934059208535,333.19246993768064,4.69070723013249,23.917601261274967
4.758439424671477,183.3494541059977,21568.428779035887,403.9441682092025,4.542801461749175,18.66822945752125
5.702925976824722,216.8504738726152,35606.44017680798,504.63826042575033,4.137739016206605,16.140790019197993
6.953864225511059,209.6382929790206,10575.18628088936,391.1843150860056,3.195710328196264,13.28533391608596
10.68296642580598,173.3754983501208,15758.740621388915,323.8079132465807,3.999775381550061,10.0908697516698
7.080794504276835,129.89057234567383,34415.853145873094,470.3291685421987,4.40558600033858,18.59940992382127
8.757257397440991,200.19140044205727,21536.22468744541,404.7177991564453,3.6261354416122304,13.768323306421337
7.080794504276835,168.38843077429533,27492.30730658781,383.7950199903258,3.048057223106976,16.18206649367437
7.80963189801941,100.4576150915831,12013.550628764531,605.2201243500056,2.447444463910633,9.611348740011238
6.652488090855707,145.0101719190834,19871.788448305862,545.974993762403,3.742090426349668,10.942024256012132
9.14719705533692,211.71414177764132,11920.610835646206,527.7089100130407,3.7945315911032105,18.27531210927765
10.560744636218196,181.89336556155357,21783.65103336337,456.5564021223438,3.964686350022129,16.48283536696391
7.484254837727466,260.09217257337195,30616.615148853696,404.6707773281626,4.781188176562564,15.934483871207078
8.520806572970303,238.3351124555097,28779.6500110336,481.3188026886131,3.9406045297946832,6.016336609271207
4.999413810796919,190.28705014936028,24323.865903045946,405.3304820275903,4.460683931737437,8.236557503105303
7.080794504276835,157.80119355420416,16963.625011737488,360.99599448807487,4.405385705659032,12.823860949370784
7.080794504276835,155.05572682593436,20557.240431752216,290.18098311050545,4.089907689677867,16.622255183892094
3.9060783549561697,233.4028350124758,32144.79993361832,269.4490512269393,3.902879711657464,9.6541256002684
6.391353623832183,213.0178296827953,20965.478308853573,369.3381209158568,3.92374916929651,13.75810517074376
7.080794504276835,229.48569367886049,35729.692708630326,296.3975472430137,3.8556022119167,16.92709217980689
8.692092012708041,195.1437387840549,24656.23967944457,398.3454180035162,4.477960248233931,12.380770792752344
8.085759800882219,127.73967382937272,32653.910360267582,416.2396300704016,4.068688909481666,11.119659254793705
6.203977702278348,212.30661828668616,21815.07414790552,362.10800431396245,5.215689206119035,14.9330126610987
5.058108868565138,238.56938041349943,34873.9345228707,669.725086180179,5.106655774420084,13.353181433963528
7.080794504276835,103.46475866009456,27420.16742458204,485.97450045781375,4.620793451653219,11.351132730708514
7.080794504276835,211.20052600889707,12830.484133775428,333.3298479586677,3.4397400415499195,16.04514847686687
7.261550522070718,179.88978823788457,24964.777703096523,501.18278074341,3.636364182680497,17.287713278296337
7.16046723080874,183.0893100379288,6743.346065530401,428.0363443504035,3.8848910441472793,9.79962468961304
5.704764776213017,116.29932988379586,33223.58152874991,504.3786809676549,4.157533407489738,9.001820487566135
6.21727313516034,130.94446388846563,19460.38281898756,556.6537100333977,5.325833445695803,14.083608352195483
8.679934969964185,242.22866728551904,22984.05095148243,352.94258812349034,3.873470298448302,18.70440905927489
7.080794504276835,219.30091421337028,14859.46642428366,425.2135748076129,4.655916598688822,15.771834366058272
6.897322141100197,211.36016672106155,25650.777643120266,383.0143101678532,5.022783630004574,13.93478804138067
3.514545528745279,158.73207576140192,23029.663613563636,307.3791420351913,3.762615331099367,9.71223191091832
3.72250048593372,163.63974692058176,37962.16799126102,467.5629728711818,3.662837731991359,14.567268860188278
6.455004797496717,176.68397277687006,24468.048390354597,477.5813461557029,2.2934314064128625,16.245504341610683
7.316804753880919,217.5228619622912,31903.399811532247,425.9134001802693,3.508372649783596,8.992754272254672
1.844538366498842,233.7643427207269,28689.59577768293,410.3872638377081,5.013463351103733,15.611859296305228
5.519125656437607,168.72858303956718,12531.60192106475,443.5703720974922,3.758995860323916,18.099078103861583
7.408985466924612,204.96174981089476,9566.1222701692,504.14599408386647,3.772420927989514,11.532144007741238
5.976769618087598,258.9527320159533,27267.981860954154,514.118920118766,2.9946710955082176,12.256790251190353
6.395359131671062,133.8342291043793,23827.275015402887,573.4002951499592,4.191217514711704,9.833874584580258
6.209642259708484,195.41772094898116,13116.707711787025,417.2416560263488,3.6125196149467143,7.507662314515301
6.762832521891738,232.0751765558761,27159.38434523353,465.4137746213498,4.916579160751283,13.863964882331118
9.91871706385417,199.18125107339057,21470.27830541328,430.5077068652869,3.385508443856719,15.966042944362073
10.15544017022192,300.29247579584023,12652.362978658088,487.45913103075526,5.002467259922081,9.347633986485675
